PLANTID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
,2021-11-13 11:00:00,0.5,11053.0,202,11.7,60,856,,,
,2021-11-13 12:00:00,0.6,8089.0,279,12.7,58,855,,,
,2021-11-13 13:00:00,0.3,6255.0,270,13.5,56,855,,,
,2021-11-13 14:00:00,0.4,7808.0,153,13.8,56,854,,,
,2021-11-13 15:00:00,1.4,6873.0,129,13.2,61,854,,,
,2021-11-13 16:00:00,1.8,8256.0,119,12.4,67,853,,,
,2021-11-13 17:00:00,1.6,8807.0,112,11.3,72,854,,,
,2021-11-13 18:00:00,1.5,9278.0,106,9.3,84,854,,,
,2021-11-13 19:00:00,1.9,10143.0,108,8.2,88,854,,,
,2021-11-13 20:00:00,2.1,10794.0,107,8.8,86,855,,,
,2021-11-13 21:00:00,1.6,10221.0,104,8.7,85,855,,,
,2021-11-13 22:00:00,1.6,10875.0,117,8.6,82,855,,,
,2021-11-13 23:00:00,1.6,11705.0,120,8.6,83,855,,,
,2021-11-14 00:00:00,1.3,13835.0,122,7.1,71,856,,,
,2021-11-14 01:00:00,1.4,14966.0,141,6.8,71,855,,,
,2021-11-14 02:00:00,1.1,14976.0,146,6.2,74,855,,,
,2021-11-14 03:00:00,0.6,12628.0,141,5.0,79,855,,,
,2021-11-14 04:00:00,0.2,9773.0,117,4.7,80,855,,,
,2021-11-14 05:00:00,0.7,9387.0,82,4.6,78,855,,,
,2021-11-14 06:00:00,1.4,10475.0,120,6.5,67,855,,,
,2021-11-14 07:00:00,1.7,11640.0,126,7.2,64,855,,,
,2021-11-14 08:00:00,1.8,13435.0,131,7.8,68,855,,,
,2021-11-14 09:00:00,1.9,11828.0,125,9.9,59,856,,,
,2021-11-14 10:00:00,1.7,10666.0,118,11.7,51,856,,,
,2021-11-14 11:00:00,2.0,10106.0,110,13.1,44,855,,,
,2021-11-14 12:00:00,2.2,9135.0,120,14.1,40,855,,,
,2021-11-14 13:00:00,2.3,8502.0,131,14.6,40,854,,,
,2021-11-14 14:00:00,2.3,7949.0,121,14.8,42,853,,,
,2021-11-14 15:00:00,2.4,8589.0,132,14.0,47,852,,,
,2021-11-14 16:00:00,2.1,10642.0,137,12.8,57,852,,,
,2021-11-14 17:00:00,2.0,12479.0,143,11.5,69,853,,,
,2021-11-14 18:00:00,1.3,10031.0,122,10.3,80,853,,,
,2021-11-14 19:00:00,1.4,9943.0,111,10.0,80,853,,,
,2021-11-14 20:00:00,1.7,11317.0,121,10.0,78,854,,,
,2021-11-14 21:00:00,2.0,12633.0,131,9.7,71,854,,,
,2021-11-14 22:00:00,1.9,14562.0,141,9.3,64,854,,,
,2021-11-14 23:00:00,2.0,13478.0,147,9.4,67,854,,,
,2021-11-15 00:00:00,2.1,16017.0,145,9.4,64,854,,,
,2021-11-15 01:00:00,1.4,17477.0,146,8.5,68,854,,,
,2021-11-15 02:00:00,1.1,14165.0,153,8.6,73,854,,,
,2021-11-15 03:00:00,1.5,12683.0,169,9.3,67,853,,,
,2021-11-15 04:00:00,0.1,9164.0,0,9.1,72,853,,,
,2021-11-15 05:00:00,0.4,8879.0,326,9.3,71,853,,,
,2021-11-15 06:00:00,0.1,13565.0,180,9.6,65,853,,,
,2021-11-15 07:00:00,0.4,15249.0,180,9.9,55,854,,,
,2021-11-15 08:00:00,0.4,14459.0,180,10.1,58,854,,,
,2021-11-15 09:00:00,0.7,15580.0,153,11.2,56,854,,,
,2021-11-15 10:00:00,1.0,12612.0,169,11.2,59,854,,,
,2021-11-15 11:00:00,0.7,13811.0,153,11.5,63,854,,,
,2021-11-15 12:00:00,0.5,12524.0,143,12.1,63,853,,,
,2021-11-15 13:00:00,0.4,11718.0,153,13.2,63,852,,,
,2021-11-15 14:00:00,0.9,10071.0,153,14.2,63,851,,,
,2021-11-15 15:00:00,1.6,10062.0,142,14.1,64,851,,,
,2021-11-15 16:00:00,2.5,9730.0,137,13.8,67,851,,,
,2021-11-15 17:00:00,2.5,8594.0,124,12.6,72,851,,,
,2021-11-15 18:00:00,2.1,8136.0,107,10.9,82,851,,,
,2021-11-15 19:00:00,2.2,10008.0,90,10.0,86,852,,,
,2021-11-15 20:00:00,2.6,12136.0,92,9.6,84,852,,,
,2021-11-15 21:00:00,2.8,12998.0,100,10.1,80,853,,,
,2021-11-15 22:00:00,3.2,13620.0,106,10.3,80,853,,,
,2021-11-15 23:00:00,2.4,13343.0,109,10.0,85,853,,,
,2021-11-16 00:00:00,3.2,17382.0,103,10.4,90,853,,,
,2021-11-16 01:00:00,3.2,16069.0,90,10.3,91,853,,,
,2021-11-16 02:00:00,2.5,15261.0,95,10.1,92,853,,,
,2021-11-16 03:00:00,2.6,16479.0,103,9.8,95,853,,,
,2021-11-16 04:00:00,2.8,15306.0,105,10.0,93,853,,,
,2021-11-16 05:00:00,2.8,15508.0,98,9.9,93,853,,,
,2021-11-16 06:00:00,3.2,19696.0,92,9.7,93,853,,,
,2021-11-16 07:00:00,2.9,18665.0,86,9.5,93,854,,,
,2021-11-16 08:00:00,3.4,21328.0,87,9.4,93,854,,,
,2021-11-16 09:00:00,3.4,21479.0,85,9.5,92,855,,,
,2021-11-16 10:00:00,3.5,17987.0,88,9.5,92,855,,,
,2021-11-16 11:00:00,3.3,14884.0,92,9.9,88,855,,,
,2021-11-16 12:00:00,3.3,12097.0,93,10.0,86,854,,,
,2021-11-16 13:00:00,3.3,11073.0,95,10.3,84,854,,,
,2021-11-16 14:00:00,3.0,9388.0,96,10.5,83,853,,,
,2021-11-16 15:00:00,2.8,9139.0,90,10.0,87,853,,,
,2021-11-16 16:00:00,2.9,9008.0,88,9.9,87,853,,,
,2021-11-16 17:00:00,2.5,9754.0,90,9.7,86,853,,,
,2021-11-16 18:00:00,2.9,11387.0,84,9.3,90,854,,,
,2021-11-16 19:00:00,3.3,14510.0,79,8.9,92,854,,,
,2021-11-16 20:00:00,3.3,16476.0,78,8.6,94,854,,,
,2021-11-16 21:00:00,3.4,16291.0,71,8.4,95,855,,,
,2021-11-16 22:00:00,3.3,19832.0,61,8.3,95,855,,,
,2021-11-16 23:00:00,3.3,19034.0,67,8.1,94,855,,,
,2021-11-17 00:00:00,3.6,18918.0,62,9.0,95,855,,,
,2021-11-17 01:00:00,4.0,23538.0,55,8.9,95,855,,,
,2021-11-17 02:00:00,3.9,22322.0,50,8.9,94,855,,,
,2021-11-17 03:00:00,3.8,21488.0,48,8.9,94,855,,,
,2021-11-17 04:00:00,3.1,14876.0,36,8.9,95,855,,,
,2021-11-17 05:00:00,3.1,14892.0,45,8.9,95,855,,,
,2021-11-17 06:00:00,3.9,18827.0,42,8.8,95,855,,,
,2021-11-17 07:00:00,2.8,13658.0,41,8.9,95,855,,,
,2021-11-17 08:00:00,2.9,12312.0,34,9.0,93,856,,,
,2021-11-17 09:00:00,2.4,10439.0,17,9.4,92,857,,,
,2021-11-17 10:00:00,1.6,7995.0,35,9.5,92,857,,,
,2021-11-17 11:00:00,0.6,7477.0,9,9.8,90,857,,,
,2021-11-17 12:00:00,0.6,6727.0,329,10.0,89,856,,,
,2021-11-17 13:00:00,1.4,5809.0,315,10.7,86,856,,,
,2021-11-17 14:00:00,1.7,5966.0,329,10.5,89,855,,,
,2021-11-17 15:00:00,2.1,5449.0,343,10.4,90,855,,,
,2021-11-17 16:00:00,1.6,5728.0,14,10.1,92,855,,,
,2021-11-17 17:00:00,1.1,6211.0,38,10.1,91,855,,,
,2021-11-17 18:00:00,1.1,6999.0,52,9.8,92,855,,,
,2021-11-17 19:00:00,1.1,7541.0,45,9.4,96,855,,,
,2021-11-17 20:00:00,1.1,7932.0,38,8.6,97,855,,,
,2021-11-17 21:00:00,1.1,8162.0,52,8.2,98,856,,,
,2021-11-17 22:00:00,0.8,8490.0,50,7.9,97,855,,,
