DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-11-03 08:00:00,5.6,28042.0,19,17.9,84,958,6.7,24571.0,22617.0
2021-11-03 09:00:00,6.1,27626.0,23,18.8,80,958,6.7,25643.0,22617.0
2021-11-03 10:00:00,6.0,24152.0,23,19.6,77,958,6.5,25229.0,23332.0
2021-11-03 11:00:00,5.1,20177.0,29,20.4,74,958,6.7,28702.0,25836.0
2021-11-03 12:00:00,4.8,18732.0,27,20.3,74,957,7.3,33579.0,30127.0
2021-11-03 13:00:00,4.7,16764.0,31,20.6,73,956,6.7,26670.0,23779.0
2021-11-03 14:00:00,4.5,15659.0,37,20.9,72,955,5.9,22021.0,20740.0
2021-11-03 15:00:00,4.3,17492.0,38,20.6,73,955,7.3,30482.0,31199.0
2021-11-03 16:00:00,4.5,16893.0,40,19.9,76,955,8.3,44853.0,42284.0
2021-11-03 17:00:00,4.4,22910.0,49,19.0,81,955,8.3,46070.0,44609.0
2021-11-03 18:00:00,4.5,26326.0,44,18.2,86,956,8.8,53469.0,49794.0
2021-11-03 19:00:00,5.1,31238.0,37,17.8,90,956,8.3,45230.0,43536.0
2021-11-03 20:00:00,5.6,37709.0,29,17.4,93,956,7.7,34878.0,34686.0
2021-11-03 21:00:00,5.5,36026.0,26,17.4,93,957,6.6,27210.0,24584.0
2021-11-03 22:00:00,5.4,33965.0,25,17.4,91,957,7.4,28735.0,27355.0
2021-11-03 23:00:00,5.2,31587.0,23,17.3,93,957,6.4,22888.0,22438.0
2021-11-04 00:00:00,5.7,33316.0,15,17.1,87,957,7.2,29994.0,28160.0
2021-11-04 01:00:00,5.3,29901.0,13,17.3,85,956,7.6,37394.0,37993.0
2021-11-04 02:00:00,5.2,27418.0,18,17.0,87,956,8.2,43727.0,44251.0
2021-11-04 03:00:00,5.2,25654.0,20,17.2,86,955,7.2,32090.0,29858.0
2021-11-04 04:00:00,5.3,25818.0,13,17.1,86,955,7.4,36035.0,34954.0
2021-11-04 05:00:00,5.6,25714.0,11,16.8,88,955,6.6,24604.0,25031.0
2021-11-04 06:00:00,5.5,27100.0,16,16.4,89,956,8.4,47852.0,45503.0
2021-11-04 07:00:00,5.4,25420.0,14,17.0,86,956,7.6,33213.0,30574.0
2021-11-04 08:00:00,4.9,15401.0,18,18.2,85,957,7.5,31775.0,30305.0
2021-11-04 09:00:00,4.5,13110.0,16,19.0,83,957,6.9,30745.0,30752.0
2021-11-04 10:00:00,4.6,10504.0,29,20.1,80,957,6.1,18339.0,18147.0
2021-11-04 11:00:00,4.7,8971.0,43,20.6,78,957,4.7,7290.0,6973.0
2021-11-04 12:00:00,4.4,8092.0,47,20.6,78,956,5.1,11061.0,10996.0
2021-11-04 13:00:00,4.5,7198.0,53,21.5,75,955,5.5,14124.0,12426.0
2021-11-04 14:00:00,4.3,6922.0,49,21.1,76,954,4.6,8154.0,8135.0
2021-11-04 15:00:00,4.1,7884.0,51,20.7,77,954,5.0,12785.0,12515.0
2021-11-04 16:00:00,4.2,9141.0,47,20.0,81,954,5.0,9336.0,9387.0
2021-11-04 17:00:00,4.1,10619.0,41,19.2,85,954,5.4,13552.0,13141.0
2021-11-04 18:00:00,4.7,16913.0,35,18.6,89,955,6.3,20808.0,21098.0
2021-11-04 19:00:00,5.6,22238.0,30,17.9,95,955,5.7,13587.0,12337.0
2021-11-04 20:00:00,5.3,22361.0,26,17.6,97,956,5.0,9077.0,8493.0
2021-11-04 21:00:00,5.8,24879.0,20,17.6,96,956,5.1,9771.0,9297.0
2021-11-04 22:00:00,5.6,22975.0,16,17.4,96,956,3.7,3236.0,2950.0
2021-11-04 23:00:00,5.2,22127.0,12,17.4,96,955,2.4,463.0,358.0
2021-11-05 00:00:00,5.0,19528.0,0,17.7,94,955,1.9,-64.0,89.0
2021-11-05 01:00:00,4.9,18099.0,359,17.7,95,954,1.4,-291.0,-358.0
2021-11-05 02:00:00,4.8,17643.0,354,17.7,95,954,1.3,-295.0,-268.0
2021-11-05 03:00:00,4.6,15742.0,347,17.6,96,953,1.5,-307.0,-268.0
2021-11-05 04:00:00,4.3,13108.0,341,17.5,96,953,1.7,-308.0,-358.0
2021-11-05 05:00:00,3.5,10294.0,338,17.4,96,953,3.2,1290.0,805.0
2021-11-05 06:00:00,2.8,8622.0,339,17.2,97,953,3.5,2586.0,2414.0
2021-11-05 07:00:00,2.3,6896.0,331,17.8,94,954,3.6,5021.0,4559.0
2021-11-05 08:00:00,1.6,4457.0,313,20.2,85,954,3.9,4161.0,4023.0
2021-11-05 09:00:00,0.8,6749.0,240,22.3,78,954,3.6,2591.0,2235.0
2021-11-05 10:00:00,2.2,4533.0,188,23.8,72,953,4.9,10172.0,9118.0
2021-11-05 11:00:00,3.4,5750.0,190,24.8,68,953,4.2,5090.0,4023.0
2021-11-05 12:00:00,4.2,8864.0,205,25.9,62,952,4.2,5111.0,5364.0
2021-11-05 13:00:00,4.5,9442.0,204,25.7,61,951,3.9,4061.0,3218.0
2021-11-05 14:00:00,4.5,8734.0,183,25.4,64,950,2.9,489.0,358.0
2021-11-05 15:00:00,4.2,7709.0,169,24.8,68,950,2.5,558.0,89.0
2021-11-05 16:00:00,4.3,8383.0,172,23.7,73,950,2.7,-105.0,-89.0
2021-11-05 17:00:00,4.0,8270.0,173,22.4,80,950,3.6,2487.0,1520.0
2021-11-05 18:00:00,3.3,6854.0,180,20.8,88,950,3.5,1986.0,1341.0
2021-11-05 19:00:00,2.4,7892.0,189,20.3,91,951,4.6,8586.0,7956.0
2021-11-05 20:00:00,3.0,8648.0,204,19.9,93,951,4.5,7766.0,7420.0
2021-11-05 21:00:00,3.5,9046.0,223,19.6,94,951,5.8,18413.0,17522.0
2021-11-05 22:00:00,3.8,10105.0,225,19.6,94,951,6.5,24117.0,22260.0
2021-11-05 23:00:00,3.6,13408.0,226,19.4,95,951,6.5,25489.0,25210.0
2021-11-06 00:00:00,3.2,17428.0,202,19.0,97,951,7.8,40340.0,38530.0
2021-11-06 01:00:00,2.8,19210.0,215,18.7,98,950,8.1,40292.0,37636.0
2021-11-06 02:00:00,3.0,21293.0,213,18.9,96,950,8.5,44197.0,42731.0
2021-11-06 03:00:00,2.4,20435.0,215,19.2,96,949,8.2,38989.0,38440.0
2021-11-06 04:00:00,2.5,18910.0,206,18.9,97,949,7.3,29568.0,30037.0
2021-11-06 05:00:00,2.9,18423.0,216,18.6,98,949,7.0,26412.0,24495.0
2021-11-06 06:00:00,3.3,15952.0,223,18.6,98,950,7.1,24679.0,23064.0
2021-11-06 07:00:00,2.8,15280.0,224,19.7,96,950,6.6,19806.0,18237.0
2021-11-06 08:00:00,2.0,9285.0,237,21.7,88,951,4.8,7154.0,7241.0
2021-11-06 09:00:00,1.7,7690.0,242,23.4,82,951,3.0,104.0,0.0
2021-11-06 10:00:00,1.9,5838.0,231,25.4,74,951,1.5,-439.0,-447.0
2021-11-06 11:00:00,1.7,5220.0,201,26.2,70,951,3.1,658.0,89.0
2021-11-06 12:00:00,1.8,4685.0,202,26.5,70,950,1.9,-318.0,-358.0
2021-11-06 13:00:00,2.0,2600.0,186,26.7,69,949,2.4,-222.0,-268.0
2021-11-06 14:00:00,2.4,3347.0,158,26.4,71,948,2.4,-244.0,-268.0
2021-11-06 15:00:00,1.2,2504.0,156,24.4,82,949,3.7,2443.0,1877.0
2021-11-06 16:00:00,0.9,1790.0,333,23.2,88,949,2.8,375.0,268.0
2021-11-06 17:00:00,2.2,2746.0,328,22.3,92,950,2.0,-283.0,-268.0
2021-11-06 18:00:00,1.7,4305.0,335,21.7,95,950,4.3,4971.0,4112.0
2021-11-06 19:00:00,1.2,7255.0,355,20.8,98,950,5.8,15483.0,14125.0
2021-11-06 20:00:00,1.6,8504.0,14,20.4,98,951,5.9,15362.0,14661.0
2021-11-06 21:00:00,2.3,10039.0,23,20.1,98,951,8.0,40628.0,39960.0
2021-11-06 22:00:00,3.4,11614.0,12,19.8,99,951,9.1,55127.0,53548.0
2021-11-06 23:00:00,2.7,15076.0,33,19.9,99,951,9.6,62078.0,59538.0
2021-11-07 00:00:00,6.7,49452.0,37,19.4,91,952,9.1,53302.0,51671.0
2021-11-07 01:00:00,7.0,48613.0,32,19.1,91,952,9.3,59418.0,57750.0
2021-11-07 02:00:00,6.8,44065.0,31,18.7,92,952,8.4,49997.0,47916.0
2021-11-07 03:00:00,6.8,41429.0,34,18.6,92,952,9.8,62465.0,58912.0
2021-11-07 04:00:00,6.6,42269.0,36,18.5,91,952,10.0,62714.0,65259.0
2021-11-07 05:00:00,5.8,39404.0,31,18.2,92,952,9.6,58486.0,60164.0
2021-11-07 06:00:00,5.9,39095.0,28,17.9,96,953,8.8,51650.0,51492.0
2021-11-07 07:00:00,5.5,36555.0,26,17.8,98,953,9.1,58038.0,55783.0
2021-11-07 08:00:00,5.6,29934.0,21,17.9,98,954,7.7,36914.0,36831.0
2021-11-07 09:00:00,5.5,27700.0,24,18.3,98,954,6.7,26394.0,27445.0
2021-11-07 10:00:00,5.0,19345.0,21,18.5,98,954,6.1,18322.0,17611.0
2021-11-07 11:00:00,4.6,14754.0,10,18.6,98,954,4.5,7519.0,6705.0
2021-11-07 12:00:00,3.9,10384.0,10,18.7,98,953,4.4,5702.0,5096.0
2021-11-07 13:00:00,4.0,9988.0,13,18.7,98,953,3.9,4521.0,3933.0
2021-11-07 14:00:00,4.0,10096.0,7,18.6,98,952,2.8,720.0,89.0
2021-11-07 15:00:00,3.9,9909.0,1,18.4,99,952,2.6,31.0,-89.0
2021-11-07 16:00:00,3.7,8261.0,2,18.4,98,952,2.9,553.0,89.0
2021-11-07 17:00:00,4.3,10363.0,355,18.1,98,953,2.1,19.0,0.0
2021-11-07 18:00:00,4.4,12712.0,356,17.7,98,953,2.1,136.0,0.0
2021-11-07 19:00:00,4.7,13750.0,359,17.5,98,954,2.4,-232.0,-268.0
2021-11-07 20:00:00,4.3,12695.0,355,17.6,95,954,2.4,97.0,0.0
2021-11-07 21:00:00,4.1,15053.0,353,17.6,96,954,1.7,-248.0,-268.0
2021-11-07 22:00:00,4.4,17880.0,354,17.5,98,954,1.2,-284.0,-358.0
2021-11-07 23:00:00,4.2,14809.0,353,17.4,97,954,2.9,-259.0,-268.0
2021-11-08 00:00:00,4.0,14406.0,348,18.5,99,954,2.9,619.0,358.0
2021-11-08 01:00:00,4.3,18663.0,345,18.5,99,954,3.5,2511.0,2146.0
2021-11-08 02:00:00,8.4,37038.0,323,17.3,94,954,3.6,2724.0,1967.0
2021-11-08 03:00:00,10.4,45985.0,323,15.3,90,954,4.1,4414.0,3844.0
2021-11-08 04:00:00,11.6,48149.0,323,14.3,87,954,5.6,16170.0,15644.0
2021-11-08 05:00:00,11.6,47876.0,324,13.9,83,954,9.0,53794.0,53370.0
2021-11-08 06:00:00,11.6,47277.0,325,12.9,85,955,10.6,71664.0,72858.0
2021-11-08 07:00:00,11.1,46345.0,325,12.5,84,956,9.9,62952.0,61326.0
2021-11-08 08:00:00,10.3,44978.0,326,12.5,83,956,8.1,44532.0,44162.0
2021-11-08 09:00:00,9.8,41295.0,329,12.0,86,957,8.8,52947.0,53548.0
2021-11-08 10:00:00,9.2,37957.0,331,11.8,84,957,6.7,29242.0,28070.0
2021-11-08 11:00:00,8.6,35489.0,334,11.5,86,958,5.8,16012.0,15197.0
2021-11-08 12:00:00,7.7,30769.0,339,11.4,85,957,8.1,49711.0,48274.0
2021-11-08 13:00:00,7.2,28272.0,342,11.5,83,957,7.3,33412.0,32540.0
2021-11-08 14:00:00,6.8,24688.0,343,12.2,78,956,6.5,24375.0,24942.0
2021-11-08 15:00:00,6.7,23433.0,343,12.1,74,956,6.8,28848.0,29769.0
2021-11-08 16:00:00,6.2,23283.0,344,12.1,73,956,8.1,41185.0,40586.0
2021-11-08 17:00:00,5.4,22910.0,350,12.3,70,956,7.4,30927.0,30395.0
2021-11-08 18:00:00,5.0,24456.0,359,12.4,69,957,7.8,43881.0,41837.0
2021-11-08 19:00:00,5.0,26076.0,5,12.6,66,958,7.4,37239.0,36384.0
2021-11-08 20:00:00,4.8,29423.0,11,12.7,64,958,7.0,32467.0,31110.0
2021-11-08 21:00:00,4.6,31805.0,13,12.5,67,959,7.9,43056.0,41122.0
2021-11-08 22:00:00,4.3,32817.0,12,12.6,69,959,7.8,43194.0,42731.0
2021-11-08 23:00:00,4.2,36034.0,12,12.1,72,959,7.1,29705.0,28786.0
2021-11-09 00:00:00,4.4,25547.0,355,10.6,65,959,6.6,28226.0,26998.0
2021-11-09 01:00:00,4.4,24231.0,355,9.9,65,958,7.7,38910.0,35669.0
2021-11-09 02:00:00,4.5,21149.0,354,9.1,67,958,6.6,24301.0,24942.0
2021-11-09 03:00:00,4.5,22498.0,352,8.6,67,958,6.6,25612.0,24316.0
2021-11-09 04:00:00,4.7,20297.0,350,8.1,66,958,7.5,32607.0,32540.0
2021-11-09 05:00:00,4.9,17596.0,349,7.7,64,958,7.1,30357.0,29501.0
2021-11-09 06:00:00,5.1,16619.0,352,7.4,62,958,6.8,27813.0,25836.0
2021-11-09 07:00:00,5.0,18775.0,353,7.8,63,959,6.9,26198.0,25925.0
2021-11-09 08:00:00,4.2,14567.0,355,9.8,58,959,4.7,9714.0,8493.0
2021-11-09 09:00:00,3.9,11521.0,7,11.7,52,959,5.7,15101.0,13052.0
2021-11-09 10:00:00,3.8,8040.0,20,13.3,49,959,4.2,6759.0,6079.0
2021-11-09 11:00:00,3.2,6492.0,26,14.6,47,958,3.4,1287.0,715.0
2021-11-09 12:00:00,2.9,8516.0,25,15.7,44,958,2.6,-161.0,-358.0
2021-11-09 13:00:00,2.9,10561.0,31,16.3,43,957,2.8,369.0,0.0
2021-11-09 14:00:00,2.7,11808.0,36,16.5,43,956,3.0,611.0,626.0
2021-11-09 15:00:00,3.0,12661.0,40,15.7,47,956,3.0,1729.0,1252.0
2021-11-09 16:00:00,3.3,12954.0,50,14.7,54,956,3.8,5421.0,4291.0
2021-11-09 17:00:00,3.8,10958.0,53,13.3,62,956,3.7,3563.0,2771.0
2021-11-09 18:00:00,4.3,9942.0,42,12.1,67,957,4.3,4895.0,4202.0
2021-11-09 19:00:00,4.4,11058.0,33,12.2,67,957,5.6,13836.0,14393.0
2021-11-09 20:00:00,4.5,12749.0,24,12.1,66,958,6.6,25043.0,25031.0
2021-11-09 21:00:00,4.0,10791.0,19,11.1,70,958,6.9,27241.0,26551.0
2021-11-09 22:00:00,3.5,9583.0,10,11.2,70,958,6.6,21855.0,21098.0
2021-11-09 23:00:00,3.8,7450.0,2,11.4,69,958,6.4,25851.0,25657.0
2021-11-10 00:00:00,3.9,6939.0,1,11.2,71,958,7.4,38095.0,35490.0
2021-11-10 01:00:00,3.6,8566.0,355,11.1,72,957,5.9,21637.0,21455.0
2021-11-10 02:00:00,3.3,7830.0,348,11.0,72,957,5.0,8964.0,8046.0
2021-11-10 03:00:00,3.3,8783.0,340,11.2,69,957,5.5,13834.0,14572.0
2021-11-10 04:00:00,3.8,10593.0,343,11.6,63,957,5.5,15581.0,15644.0
2021-11-10 05:00:00,4.1,11687.0,345,11.8,59,957,6.7,26547.0,24852.0
2021-11-10 06:00:00,4.7,14019.0,344,11.5,56,957,5.5,15050.0,15108.0
2021-11-10 07:00:00,5.3,16390.0,340,10.5,60,958,6.5,24705.0,24137.0
2021-11-10 08:00:00,4.8,14156.0,340,12.2,56,958,6.1,21230.0,20829.0
2021-11-10 09:00:00,4.2,9399.0,342,14.0,47,958,6.1,26690.0,24673.0
2021-11-10 10:00:00,3.5,7261.0,340,15.7,43,958,5.1,12094.0,11622.0
2021-11-10 11:00:00,3.1,5852.0,339,17.1,39,957,3.1,1249.0,805.0
2021-11-10 12:00:00,3.3,5417.0,337,18.4,37,957,2.3,52.0,0.0
2021-11-10 13:00:00,3.4,6539.0,333,19.2,36,956,2.3,-131.0,0.0
2021-11-10 14:00:00,3.2,8756.0,334,19.7,35,955,2.1,-308.0,-268.0
2021-11-10 15:00:00,3.4,12866.0,339,19.4,35,955,2.7,68.0,0.0
2021-11-10 16:00:00,3.8,15020.0,343,18.4,41,955,2.9,1668.0,1341.0
2021-11-10 17:00:00,4.6,14011.0,342,15.6,49,955,3.0,2156.0,1877.0
2021-11-10 18:00:00,5.6,15851.0,340,13.5,47,956,3.8,4771.0,4023.0
2021-11-10 19:00:00,5.7,16043.0,341,12.3,47,956,5.4,13425.0,13499.0
2021-11-10 20:00:00,5.3,15531.0,344,11.5,51,957,7.0,29507.0,28607.0
2021-11-10 21:00:00,4.6,13342.0,347,10.8,54,957,6.5,25402.0,23958.0
2021-11-10 22:00:00,4.0,11758.0,353,10.1,58,957,6.4,20824.0,18863.0
2021-11-10 23:00:00,3.8,12287.0,358,9.6,60,957,5.8,15147.0,15376.0
2021-11-11 00:00:00,2.9,6945.0,6,9.5,59,957,6.7,25357.0,25389.0
2021-11-11 01:00:00,3.3,10037.0,0,9.4,59,957,6.4,24925.0,24673.0
2021-11-11 02:00:00,3.8,14972.0,357,9.5,58,956,7.4,31743.0,30752.0
2021-11-11 03:00:00,4.2,18503.0,353,9.7,57,956,8.1,44952.0,42642.0
2021-11-11 04:00:00,5.1,21998.0,347,9.4,58,956,7.6,40214.0,38262.0
2021-11-11 05:00:00,5.7,24012.0,342,9.1,59,956,9.1,52921.0,52029.0
2021-11-11 06:00:00,5.3,23256.0,343,8.5,62,957,8.3,49501.0,48185.0
2021-11-11 07:00:00,4.8,20868.0,344,8.8,65,957,7.7,40354.0,37368.0
2021-11-11 08:00:00,4.4,17983.0,343,12.1,62,958,6.0,18502.0,18416.0
2021-11-11 09:00:00,3.2,9007.0,346,15.0,50,958,3.4,2563.0,1967.0
2021-11-11 10:00:00,3.3,7261.0,0,16.8,42,958,2.7,-94.0,0.0
2021-11-11 11:00:00,3.0,7188.0,9,18.1,38,957,2.2,-313.0,-268.0
2021-11-11 12:00:00,3.0,10446.0,17,18.9,37,957,2.6,392.0,0.0
2021-11-11 13:00:00,3.2,11624.0,22,19.4,37,956,3.2,1838.0,805.0
2021-11-11 14:00:00,3.7,12570.0,26,19.4,37,955,3.7,3102.0,2414.0
2021-11-11 15:00:00,3.9,13425.0,30,18.8,40,955,4.1,5928.0,5096.0
2021-11-11 16:00:00,4.1,14645.0,37,17.7,46,955,5.3,11076.0,10549.0
2021-11-11 17:00:00,5.0,19839.0,47,15.1,58,956,5.6,12894.0,11175.0
2021-11-11 18:00:00,5.3,24384.0,44,13.3,67,956,6.8,22844.0,21902.0
2021-11-11 19:00:00,5.4,27674.0,39,12.6,72,957,6.4,19316.0,19131.0
2021-11-11 20:00:00,5.3,30554.0,33,12.1,77,957,7.3,29921.0,28517.0
2021-11-11 21:00:00,5.0,29773.0,28,12.4,77,957,7.3,33536.0,31468.0
2021-11-11 22:00:00,4.9,27071.0,26,12.3,79,958,7.6,36020.0,35937.0
2021-11-11 23:00:00,4.8,27117.0,24,12.2,80,958,7.7,38733.0,37278.0
2021-11-12 00:00:00,4.7,19912.0,27,11.7,78,958,6.4,20514.0,20293.0
2021-11-12 01:00:00,4.9,24576.0,21,11.8,77,958,7.2,28946.0,26461.0
2021-11-12 02:00:00,5.3,29266.0,16,12.1,74,958,7.2,30389.0,28696.0
2021-11-12 03:00:00,5.7,34673.0,11,11.8,75,958,8.1,46058.0,44072.0
2021-11-12 04:00:00,6.4,39158.0,6,11.8,73,958,6.7,25493.0,25210.0
2021-11-12 05:00:00,6.7,44629.0,5,11.5,74,958,7.7,36494.0,37099.0
2021-11-12 06:00:00,7.0,46847.0,7,11.5,73,959,8.4,44830.0,45413.0
2021-11-12 07:00:00,6.9,48123.0,10,12.1,72,959,9.3,58051.0,55694.0
2021-11-12 08:00:00,6.5,45031.0,11,14.1,69,960,8.5,49344.0,48095.0
2021-11-12 09:00:00,5.8,35761.0,23,15.8,63,960,9.1,49770.0,49704.0
2021-11-12 10:00:00,6.0,33167.0,35,17.1,58,960,8.6,49631.0,46218.0
2021-11-12 11:00:00,5.7,29228.0,44,17.9,56,959,8.2,44752.0,46486.0
2021-11-12 12:00:00,5.7,28072.0,48,18.7,53,958,6.9,28119.0,28607.0
2021-11-12 13:00:00,5.7,26545.0,49,19.0,51,957,6.5,24919.0,23690.0
2021-11-12 14:00:00,5.7,26899.0,51,18.7,52,957,6.8,32090.0,30037.0
2021-11-12 15:00:00,5.8,29304.0,51,18.0,56,957,7.3,36328.0,34596.0
2021-11-12 16:00:00,6.0,33707.0,50,17.0,60,957,7.8,38761.0,36563.0
2021-11-12 17:00:00,6.1,37757.0,49,15.5,66,958,8.5,48833.0,48363.0
2021-11-12 18:00:00,6.1,46555.0,41,14.0,72,958,10.6,74071.0,73752.0
2021-11-12 19:00:00,6.2,50758.0,33,13.5,73,958,10.4,71974.0,71249.0
2021-11-12 20:00:00,6.2,51333.0,28,13.8,70,959,9.8,67926.0,66243.0
2021-11-12 21:00:00,6.3,53888.0,20,13.9,69,959,10.0,65053.0,63382.0
2021-11-12 22:00:00,6.5,53701.0,23,13.7,72,959,10.5,73819.0,68925.0
2021-11-12 23:00:00,5.9,44668.0,23,13.9,72,958,10.2,69313.0,66421.0
2021-11-13 00:00:00,5.4,36476.0,12,13.4,77,958,10.1,69919.0,65975.0
2021-11-13 01:00:00,5.4,36991.0,3,13.6,74,958,8.1,44714.0,42553.0
2021-11-13 02:00:00,5.5,36497.0,2,13.4,75,957,9.1,53532.0,51850.0
2021-11-13 03:00:00,5.7,33107.0,0,13.3,73,957,8.4,51423.0,50598.0
2021-11-13 04:00:00,5.8,33780.0,0,13.0,73,957,9.9,64305.0,64365.0
2021-11-13 05:00:00,6.1,36087.0,1,12.2,75,957,7.9,41714.0,39424.0
2021-11-13 06:00:00,6.3,40143.0,9,12.3,73,958,8.2,44469.0,42374.0
2021-11-13 07:00:00,6.1,36907.0,10,13.1,70,958,6.6,22744.0,22796.0
2021-11-13 08:00:00,5.6,30312.0,12,14.5,68,958,6.7,25770.0,23869.0
2021-11-13 09:00:00,5.4,25494.0,22,15.9,65,959,6.7,24787.0,24405.0
2021-11-13 10:00:00,5.2,25916.0,29,17.2,63,958,6.2,18755.0,17522.0
2021-11-13 11:00:00,4.7,22113.0,42,18.3,60,958,5.4,14721.0,14303.0
2021-11-13 12:00:00,4.2,19541.0,42,18.8,57,957,4.9,9692.0,9387.0
2021-11-13 13:00:00,4.4,19140.0,38,18.4,60,957,5.4,11748.0,10728.0
2021-11-13 14:00:00,4.7,19614.0,35,17.9,64,956,5.9,17080.0,15734.0
2021-11-13 15:00:00,4.5,18126.0,40,18.1,62,956,5.3,13864.0,12694.0
2021-11-13 16:00:00,4.7,18542.0,47,17.4,64,956,5.4,12703.0,12873.0
2021-11-13 17:00:00,4.5,20337.0,51,16.4,68,957,5.6,14424.0,13678.0
2021-11-13 18:00:00,4.9,24033.0,46,14.6,76,957,6.6,22366.0,21723.0
2021-11-13 19:00:00,5.3,25914.0,37,13.6,81,957,6.7,25708.0,25478.0
2021-11-13 20:00:00,5.6,26791.0,30,13.2,81,958,6.5,21609.0,21098.0
2021-11-13 21:00:00,5.9,29557.0,25,12.9,81,958,6.7,22949.0,21723.0
2021-11-13 22:00:00,5.5,28563.0,19,12.6,82,958,6.3,21446.0,21366.0
2021-11-13 23:00:00,5.1,25142.0,16,12.1,84,958,7.2,31044.0,30305.0
2021-11-14 00:00:00,5.8,30964.0,8,11.4,92,958,8.2,40902.0,40407.0
2021-11-14 01:00:00,5.7,27798.0,4,11.0,91,957,6.6,25984.0,24495.0
2021-11-14 02:00:00,5.6,21580.0,3,10.7,92,957,7.3,35689.0,35580.0
2021-11-14 03:00:00,5.5,22122.0,1,10.3,92,957,8.2,47518.0,42374.0
2021-11-14 04:00:00,5.5,23709.0,1,10.0,92,957,8.7,49735.0,47827.0
2021-11-14 05:00:00,5.6,24532.0,1,9.8,93,957,9.5,57589.0,54532.0
2021-11-14 06:00:00,5.7,24805.0,0,9.5,93,957,8.5,45728.0,45592.0
2021-11-14 07:00:00,6.1,25965.0,359,9.9,90,958,8.3,46249.0,44788.0
2021-11-14 08:00:00,6.4,30339.0,0,12.6,79,958,7.6,37788.0,37368.0
2021-11-14 09:00:00,5.4,24653.0,3,15.2,62,958,7.7,38415.0,38172.0
2021-11-14 10:00:00,5.7,28119.0,15,16.8,50,958,7.6,37587.0,34149.0
2021-11-14 11:00:00,5.6,28905.0,23,17.9,44,958,7.4,34485.0,34596.0
2021-11-14 12:00:00,5.6,28167.0,29,18.4,43,957,7.2,31413.0,31557.0
