DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-06-05 14:00:00,17.6,39316.0,273,15.8,52,961,12.6,38596.0,39416.0
2021-06-05 15:00:00,17.4,39269.0,278,15.2,47,960,15.5,38959.0,38567.0
2021-06-05 16:00:00,17.9,39158.0,279,16.4,39,960,15.6,37909.0,37629.0
2021-06-05 17:00:00,18.2,38995.0,275,17.5,35,960,16.8,38073.0,37808.0
2021-06-05 18:00:00,18.4,38912.0,275,18.0,33,960,18.1,37498.0,37719.0
2021-06-05 19:00:00,18.5,38895.0,273,18.2,31,960,16.9,36961.0,37562.0
2021-06-05 20:00:00,18.0,38743.0,273,17.1,35,961,18.0,37312.0,38255.0
2021-06-05 21:00:00,17.1,38617.0,270,15.7,39,961,17.3,38629.0,39036.0
2021-06-05 22:00:00,17.9,38424.0,268,14.5,43,962,15.7,39630.0,39438.0
2021-06-05 23:00:00,18.6,38441.0,267,13.6,48,963,14.3,38720.0,38299.0
2021-06-06 00:00:00,17.8,38514.0,273,12.0,53,963,13.7,38086.0,39885.0
2021-06-06 01:00:00,15.8,38157.0,274,11.4,56,964,12.9,37854.0,38210.0
2021-06-06 02:00:00,14.5,36826.0,270,10.9,58,965,11.0,32872.0,33096.0
2021-06-06 03:00:00,13.6,34981.0,269,10.5,58,965,10.0,28892.0,28942.0
2021-06-06 04:00:00,13.2,32892.0,271,10.1,58,965,7.3,13995.0,13891.0
2021-06-06 05:00:00,13.3,31705.0,275,9.8,60,965,6.7,10947.0,10809.0
2021-06-06 06:00:00,13.1,28965.0,279,9.5,62,966,6.8,11089.0,11568.0
2021-06-06 07:00:00,12.6,26177.0,282,9.6,63,966,8.7,22174.0,22086.0
2021-06-06 08:00:00,11.5,24780.0,285,10.3,62,966,7.8,18068.0,17821.0
2021-06-06 09:00:00,11.3,26426.0,285,11.6,58,967,9.7,27974.0,29411.0
2021-06-06 10:00:00,11.5,29059.0,284,13.1,52,967,11.8,35636.0,34838.0
2021-06-06 11:00:00,10.6,26002.0,285,14.6,46,966,11.3,33155.0,33118.0
2021-06-06 12:00:00,10.1,23405.0,287,15.9,42,966,10.5,31954.0,31421.0
2021-06-06 13:00:00,9.2,19971.0,288,17.3,37,966,9.7,29324.0,27267.0
2021-06-06 14:00:00,8.5,16667.0,286,18.6,32,965,10.4,31440.0,33967.0
2021-06-06 15:00:00,8.3,15249.0,282,19.4,29,965,9.4,26234.0,26486.0
2021-06-06 16:00:00,8.2,13912.0,278,20.2,27,964,7.8,17051.0,18178.0
2021-06-06 17:00:00,8.1,13280.0,275,20.7,26,964,8.0,17596.0,17977.0
2021-06-06 18:00:00,8.1,12584.0,276,21.0,26,964,7.5,15381.0,16459.0
2021-06-06 19:00:00,8.1,11787.0,279,21.0,26,963,7.7,16119.0,16436.0
2021-06-06 20:00:00,8.2,11658.0,278,20.6,27,963,7.6,16103.0,14025.0
2021-06-06 21:00:00,8.2,10220.0,278,19.3,31,964,6.2,8736.0,10652.0
2021-06-06 22:00:00,8.5,9480.0,282,17.3,35,964,4.8,2771.0,2568.0
2021-06-06 23:00:00,7.9,6495.0,280,15.6,39,965,4.6,2547.0,2077.0
2021-06-07 00:00:00,7.6,5242.0,280,14.4,46,964,4.1,647.0,424.0
2021-06-07 01:00:00,6.6,3470.0,279,13.1,50,964,3.4,-204.0,-313.0
2021-06-07 02:00:00,5.3,1729.0,282,11.9,56,964,3.3,-56.0,-246.0
2021-06-07 03:00:00,4.7,1197.0,277,11.4,57,964,2.7,-12.0,-179.0
2021-06-07 04:00:00,4.7,1065.0,276,10.5,61,964,2.9,-8.0,-179.0
2021-06-07 05:00:00,4.5,872.0,284,9.8,63,964,2.9,-8.0,-156.0
2021-06-07 06:00:00,3.5,627.0,292,9.7,61,964,1.7,-9.0,-156.0
2021-06-07 07:00:00,2.1,695.0,315,10.3,58,964,2.4,-5.0,-134.0
2021-06-07 08:00:00,1.6,978.0,14,11.5,55,964,4.3,1177.0,1273.0
2021-06-07 09:00:00,2.1,1515.0,67,14.2,46,964,3.2,-70.0,-246.0
2021-06-07 10:00:00,2.4,2561.0,107,17.4,36,964,4.3,1084.0,826.0
2021-06-07 11:00:00,4.5,5821.0,123,20.1,26,964,6.0,7450.0,7660.0
2021-06-07 12:00:00,6.7,11689.0,120,22.1,21,964,7.5,14489.0,13533.0
2021-06-07 13:00:00,6.9,13537.0,123,23.7,17,964,8.9,22695.0,21885.0
2021-06-07 14:00:00,6.4,11828.0,121,25.0,15,963,8.1,18888.0,20032.0
2021-06-07 15:00:00,6.2,10931.0,118,25.9,15,963,7.8,16716.0,18245.0
2021-06-07 16:00:00,6.3,9664.0,119,26.6,15,962,7.7,16105.0,14560.0
2021-06-07 17:00:00,6.2,8093.0,120,27.0,14,962,6.7,10630.0,10697.0
2021-06-07 18:00:00,6.0,6686.0,123,27.1,14,961,6.8,11681.0,10340.0
2021-06-07 19:00:00,5.9,5944.0,129,26.9,14,961,5.9,6597.0,6253.0
2021-06-07 20:00:00,5.8,5194.0,135,26.4,15,960,5.8,6710.0,6387.0
2021-06-07 21:00:00,5.7,5163.0,138,24.7,19,960,4.7,2768.0,3260.0
2021-06-07 22:00:00,6.0,4760.0,138,21.9,25,961,4.5,2112.0,1452.0
2021-06-07 23:00:00,5.7,4170.0,140,20.0,29,961,4.7,3232.0,3573.0
2021-06-08 00:00:00,5.3,3295.0,122,18.6,33,960,5.5,5579.0,5471.0
2021-06-08 01:00:00,5.1,2818.0,106,17.0,37,960,5.8,6480.0,7146.0
2021-06-08 02:00:00,5.5,3205.0,100,15.8,39,960,3.9,1223.0,1139.0
2021-06-08 03:00:00,6.0,4168.0,104,15.3,38,959,3.8,363.0,0.0
2021-06-08 04:00:00,6.3,5055.0,110,15.0,37,959,5.1,4369.0,2858.0
2021-06-08 05:00:00,6.8,6028.0,114,14.7,38,959,5.9,6809.0,6677.0
2021-06-08 06:00:00,7.5,7220.0,111,14.3,38,959,6.9,12003.0,11032.0
2021-06-08 07:00:00,8.1,8389.0,104,14.3,39,959,8.0,18157.0,21193.0
2021-06-08 08:00:00,8.3,10340.0,103,15.9,38,960,8.2,19021.0,19384.0
2021-06-08 09:00:00,8.1,10703.0,104,18.3,35,960,9.5,26447.0,25146.0
2021-06-08 10:00:00,8.3,12158.0,110,21.1,29,960,11.4,34208.0,35329.0
2021-06-08 11:00:00,9.9,19409.0,113,23.9,20,959,11.0,31927.0,33520.0
2021-06-08 12:00:00,10.2,24304.0,116,25.7,16,959,11.2,32358.0,31153.0
2021-06-08 13:00:00,9.9,23288.0,117,27.7,13,958,10.5,29413.0,29769.0
2021-06-08 14:00:00,9.2,19822.0,122,29.2,11,958,10.2,28726.0,27200.0
2021-06-08 15:00:00,8.4,15148.0,126,30.2,11,957,11.6,33124.0,32538.0
2021-06-08 16:00:00,7.9,11937.0,126,30.7,11,957,10.9,30201.0,30059.0
2021-06-08 17:00:00,7.4,9718.0,125,31.0,11,956,8.4,19845.0,20769.0
2021-06-08 18:00:00,7.3,8179.0,124,31.0,11,956,7.0,12402.0,15119.0
2021-06-08 19:00:00,7.7,7973.0,123,30.7,12,956,4.0,733.0,1630.0
2021-06-08 20:00:00,8.0,7778.0,125,30.0,13,956,9.6,24572.0,21573.0
2021-06-08 21:00:00,8.2,8076.0,124,28.8,15,956,7.4,14022.0,19049.0
2021-06-08 22:00:00,8.2,7631.0,128,26.9,17,956,6.0,7847.0,6030.0
2021-06-08 23:00:00,6.0,4163.0,147,25.6,20,956,4.5,1995.0,1340.0
2021-06-09 00:00:00,6.6,7659.0,258,20.3,58,957,2.9,-58.0,-201.0
2021-06-09 01:00:00,6.4,7209.0,263,19.5,62,957,3.4,-49.0,-290.0
2021-06-09 02:00:00,4.3,4638.0,263,18.9,64,958,3.2,-41.0,-201.0
2021-06-09 03:00:00,2.3,2246.0,190,18.4,66,958,4.5,1910.0,1764.0
2021-06-09 04:00:00,0.5,889.0,127,17.6,72,957,4.1,851.0,737.0
2021-06-09 05:00:00,1.5,937.0,20,16.9,77,957,4.7,2782.0,804.0
2021-06-09 06:00:00,1.1,997.0,338,16.3,80,958,5.0,3305.0,2769.0
2021-06-09 07:00:00,1.7,1297.0,283,16.3,78,958,4.5,1620.0,2077.0
2021-06-09 08:00:00,3.0,1211.0,264,17.3,73,959,4.5,1990.0,2323.0
2021-06-09 09:00:00,3.2,576.0,263,19.0,64,959,3.3,-140.0,-290.0
2021-06-09 10:00:00,3.3,454.0,270,20.4,58,959,3.8,166.0,-89.0
2021-06-09 11:00:00,3.6,745.0,276,21.8,53,959,4.6,1480.0,1206.0
2021-06-09 12:00:00,4.3,1526.0,275,23.2,48,959,4.6,2496.0,2457.0
2021-06-09 13:00:00,4.6,1610.0,280,23.9,46,959,5.5,5381.0,5203.0
2021-06-09 14:00:00,4.1,1235.0,273,24.3,44,959,5.0,3990.0,3484.0
2021-06-09 15:00:00,3.7,1307.0,273,25.6,40,958,4.6,2072.0,2099.0
2021-06-09 16:00:00,4.2,2143.0,274,26.3,36,958,5.3,5555.0,2367.0
2021-06-09 17:00:00,4.7,3026.0,282,26.8,34,958,6.6,9733.0,8665.0
2021-06-09 18:00:00,6.0,5558.0,296,26.4,34,958,6.7,11093.0,12461.0
2021-06-09 19:00:00,4.9,5812.0,311,25.3,38,959,4.4,1540.0,2055.0
2021-06-09 20:00:00,4.1,5700.0,315,24.8,40,959,4.2,716.0,1407.0
2021-06-09 21:00:00,3.8,4333.0,295,24.5,41,959,6.6,10951.0,9759.0
2021-06-09 22:00:00,4.5,3619.0,301,23.3,45,959,7.3,14379.0,14225.0
2021-06-09 23:00:00,3.8,2596.0,281,21.6,54,959,7.1,12877.0,14627.0
2021-06-10 00:00:00,2.4,3388.0,270,20.7,61,959,8.1,18123.0,17173.0
2021-06-10 01:00:00,4.9,3794.0,262,19.6,64,959,6.1,8142.0,9714.0
2021-06-10 02:00:00,5.7,4086.0,304,18.5,68,959,5.3,5029.0,4734.0
2021-06-10 03:00:00,2.0,1972.0,297,17.5,74,959,5.9,6292.0,4734.0
2021-06-10 04:00:00,4.6,2150.0,268,16.9,76,959,4.3,1362.0,1787.0
2021-06-10 05:00:00,5.1,1913.0,282,16.1,80,959,4.6,2043.0,1228.0
2021-06-10 06:00:00,4.8,1511.0,301,15.6,83,959,3.9,464.0,246.0
2021-06-10 07:00:00,4.2,1094.0,297,15.5,84,959,3.6,100.0,-45.0
2021-06-10 08:00:00,4.9,1276.0,272,16.5,80,959,3.4,-137.0,-313.0
2021-06-10 09:00:00,4.2,817.0,275,17.7,75,960,3.5,-24.0,-268.0
2021-06-10 10:00:00,4.0,858.0,286,19.0,68,960,2.8,-56.0,-290.0
2021-06-10 11:00:00,4.2,1116.0,291,20.3,63,959,3.6,162.0,-268.0
2021-06-10 12:00:00,4.0,1188.0,293,21.8,58,959,3.7,245.0,0.0
2021-06-10 13:00:00,3.8,1130.0,290,23.1,53,959,2.5,-14.0,-179.0
2021-06-10 14:00:00,3.6,1046.0,278,24.2,49,958,2.6,-3.0,-246.0
2021-06-10 15:00:00,4.5,1539.0,271,25.1,45,958,3.4,53.0,0.0
2021-06-10 16:00:00,5.5,2400.0,262,25.2,46,958,3.4,-138.0,-112.0
2021-06-10 17:00:00,8.4,7278.0,262,23.9,51,958,4.1,179.0,558.0
2021-06-10 18:00:00,6.6,4384.0,283,23.5,51,958,6.2,8123.0,6320.0
2021-06-10 19:00:00,6.2,4048.0,292,24.2,47,958,7.3,13117.0,15521.0
2021-06-10 20:00:00,5.5,3107.0,288,24.1,45,958,4.8,2479.0,2546.0
2021-06-10 21:00:00,4.6,2445.0,283,23.6,49,958,3.5,-324.0,-536.0
2021-06-10 22:00:00,4.7,2282.0,281,21.9,58,958,2.5,-19.0,-201.0
2021-06-10 23:00:00,4.6,2150.0,289,20.8,63,958,2.2,-23.0,-201.0
2021-06-11 00:00:00,4.2,1835.0,288,22.5,42,957,2.9,-13.0,-201.0
2021-06-11 01:00:00,4.2,1526.0,285,21.2,46,957,12.0,36068.0,36870.0
2021-06-11 02:00:00,5.2,1754.0,273,20.1,50,957,7.6,15511.0,12819.0
2021-06-11 03:00:00,5.1,1593.0,276,19.4,53,957,3.5,-302.0,1161.0
2021-06-11 04:00:00,4.8,1406.0,272,18.9,56,957,3.7,370.0,0.0
2021-06-11 05:00:00,6.3,2274.0,270,18.3,60,957,3.6,113.0,112.0
2021-06-11 06:00:00,7.1,3116.0,267,17.6,66,957,5.9,7838.0,8910.0
2021-06-11 07:00:00,6.7,2622.0,277,17.2,71,958,6.2,8469.0,7705.0
2021-06-11 08:00:00,4.9,1228.0,296,17.4,72,958,5.4,5450.0,5181.0
2021-06-11 09:00:00,4.1,911.0,311,17.8,71,958,4.9,3602.0,3238.0
2021-06-11 10:00:00,3.3,661.0,319,18.7,68,958,5.3,5177.0,6186.0
2021-06-11 11:00:00,2.7,656.0,318,20.0,61,958,5.2,4740.0,4578.0
2021-06-11 12:00:00,2.1,1252.0,311,21.2,56,958,5.0,3411.0,4288.0
2021-06-11 13:00:00,1.8,1498.0,273,21.8,53,957,3.9,179.0,-45.0
2021-06-11 14:00:00,1.9,1924.0,254,22.6,50,957,3.0,-96.0,-179.0
2021-06-11 15:00:00,1.1,1682.0,255,23.6,47,957,3.8,521.0,313.0
2021-06-11 16:00:00,0.9,1209.0,288,24.1,45,957,5.3,5463.0,4355.0
2021-06-11 17:00:00,2.7,1580.0,219,23.1,50,957,3.7,1413.0,1898.0
2021-06-11 18:00:00,3.9,2391.0,249,21.7,60,957,2.1,-66.0,-89.0
2021-06-11 19:00:00,4.0,3961.0,317,21.3,63,957,3.1,72.0,-313.0
2021-06-11 20:00:00,3.8,4203.0,325,20.9,64,957,6.5,10331.0,9826.0
2021-06-11 21:00:00,2.8,3309.0,287,20.4,66,958,7.2,13951.0,15588.0
2021-06-11 22:00:00,3.5,2955.0,258,19.4,72,958,5.9,7642.0,6543.0
2021-06-11 23:00:00,5.3,3332.0,254,18.3,78,958,3.8,320.0,335.0
2021-06-12 00:00:00,1.0,835.0,151,17.3,80,959,2.2,-22.0,-156.0
2021-06-12 01:00:00,2.1,1149.0,256,16.6,82,959,2.5,-20.0,-156.0
2021-06-12 02:00:00,2.2,2004.0,339,16.2,85,959,2.1,-14.0,-201.0
2021-06-12 03:00:00,1.2,3720.0,48,15.8,86,959,4.5,1493.0,1362.0
2021-06-12 04:00:00,2.6,4871.0,257,15.3,85,959,7.6,15679.0,16928.0
2021-06-12 05:00:00,7.1,10311.0,270,15.3,73,959,7.1,14382.0,16392.0
2021-06-12 06:00:00,8.9,15226.0,273,14.7,55,960,6.0,8811.0,10049.0
2021-06-12 07:00:00,9.0,14550.0,271,14.1,53,960,6.4,10558.0,10965.0
2021-06-12 08:00:00,9.4,17356.0,274,14.4,52,961,7.2,14087.0,14449.0
2021-06-12 09:00:00,10.2,20921.0,280,15.4,49,961,8.8,22729.0,20009.0
2021-06-12 10:00:00,10.1,21734.0,284,16.3,46,962,8.5,21711.0,20836.0
2021-06-12 11:00:00,9.7,21139.0,284,17.5,43,962,8.4,20403.0,23136.0
2021-06-12 12:00:00,9.5,20433.0,286,18.7,38,962,8.1,18831.0,19005.0
2021-06-12 13:00:00,9.2,19586.0,287,19.7,34,962,6.9,13257.0,16258.0
2021-06-12 14:00:00,8.8,17797.0,287,20.5,31,962,6.6,10738.0,8419.0
2021-06-12 15:00:00,8.5,16945.0,286,21.1,28,962,6.2,9954.0,12886.0
2021-06-12 16:00:00,8.9,17485.0,286,21.8,26,961,6.6,11293.0,12439.0
2021-06-12 17:00:00,9.0,17766.0,285,22.3,24,961,8.7,21971.0,13578.0
2021-06-12 18:00:00,9.0,17096.0,286,22.3,23,961,7.5,15168.0,15074.0
2021-06-12 19:00:00,8.9,16510.0,284,22.0,23,961,7.4,14207.0,17039.0
2021-06-12 20:00:00,9.1,16341.0,278,21.3,27,961,7.1,12934.0,16101.0
2021-06-12 21:00:00,9.0,16093.0,274,19.8,35,961,8.3,19297.0,19250.0
2021-06-12 22:00:00,9.2,15236.0,269,17.9,40,962,6.0,8036.0,10943.0
2021-06-12 23:00:00,8.9,14092.0,264,16.6,42,962,7.0,12138.0,12372.0
2021-06-13 00:00:00,7.6,8914.0,261,15.0,45,963,8.8,23171.0,20545.0
2021-06-13 01:00:00,7.4,7932.0,265,13.8,50,963,7.3,14145.0,14315.0
2021-06-13 02:00:00,7.3,7159.0,266,12.9,55,963,7.3,14532.0,12551.0
2021-06-13 03:00:00,8.7,9730.0,261,12.5,54,963,6.8,12055.0,10786.0
2021-06-13 04:00:00,9.3,10856.0,263,12.1,56,963,7.1,13415.0,14337.0
2021-06-13 05:00:00,8.5,9613.0,270,11.4,59,964,7.0,13617.0,13980.0
2021-06-13 06:00:00,7.5,7911.0,277,10.5,63,964,6.8,12418.0,10295.0
2021-06-13 07:00:00,7.1,6503.0,281,10.3,64,964,7.7,16320.0,17508.0
2021-06-13 08:00:00,7.0,6260.0,286,11.5,61,965,6.3,9475.0,10451.0
2021-06-13 09:00:00,6.7,6461.0,289,13.0,54,965,6.1,8372.0,8062.0
2021-06-13 10:00:00,7.4,8754.0,287,14.4,50,965,5.4,5849.0,4154.0
2021-06-13 11:00:00,8.4,12015.0,288,16.1,41,965,8.8,22427.0,22689.0
2021-06-13 12:00:00,9.3,15261.0,288,17.5,32,965,8.6,20676.0,24320.0
2021-06-13 13:00:00,9.5,16359.0,287,18.3,31,964,9.0,23408.0,25525.0
